total_delinquent,lat,long
381.88,37.563398,-77.435701
296.57,37.475667,-77.474714
952.76,37.547981,-77.407533
524.44,37.509288,-77.462404
2120.9,37.568312,-77.438854
1840.89,37.481626,-77.450068
97.45,37.550169,-77.412482
976.78,37.5148,-77.497674
267.79,37.561209,-77.453234
86.72,37.484962,-77.439183
2528.31,37.580845,-77.424182
3082.21,37.553928,-77.546784
1374.68,37.507018,-77.442778
1531.18,37.550211,-77.443566
392.74,37.512409,-77.396516
1672.27,37.509924,-77.401243
365.36,37.483729,-77.448262
542.43,37.505112,-77.445706
36.89,37.537171,-77.403479
110.17,37.552628,-77.413539
454.32,37.512004,-77.475957
165.03,37.563333,-77.417474
1674.34,37.465876,-77.471963
619.48,37.539856,-77.410975
1459.96,37.53467,-77.400513
423.68,37.519888,-77.394104
97.74,37.484577,-77.439279
336.66,37.53421,-77.402739
1283.54,37.546786,-77.438035
30.6,37.506833,-77.51025
2047.9,37.484028,-77.504963
1975.21,37.483233,-77.440536
285.84,37.483849,-77.439427
975.82,37.516987,-77.457414
1707.61,37.475013,-77.477931
262.02,37.484029,-77.439392
708.5,37.515541,-77.448371
340.26,37.535795,-77.404783
198.82,37.518837,-77.458021
1144.63,37.540115,-77.409287
908.97,37.537852,-77.404244
62.09,37.539514,-77.532809
221.9,37.486396,-77.442193
985.24,37.503746,-77.43865
388.82,37.539005,-77.410963
1059.62,37.506344,-77.438216
1708.02,37.580284,-77.419058
455.89,37.558702,-77.439436
198.48,37.493384,-77.441216
123.94,37.461913,-77.491387
668.83,37.528079,-77.409292
250.99,37.482087,-77.464844
166.76,37.482526,-77.463661
538.2,37.538435,-77.412345
5367.81,37.544508,-77.589399
309.23,37.549865,-77.406837
2443.38,37.579333,-77.509129
194.27,37.477319,-77.440756
255.05,37.538848,-77.410498
36.89,37.564854,-77.415911
215.09,37.549649,-77.409462
81.72,37.581606,-77.417382
15.91,37.542942,-77.40003
844.94,37.56608,-77.447411
621.73,37.56375,-77.418608
1085.89,37.564322,-77.431966
1983,37.579505,-77.532388
95.69,37.550794,-77.448307
1006.82,37.545379,-77.418742
466.05,37.505577,-77.439045
3068.02,37.581069,-77.467946
1440.55,37.506531,-77.438403
532.07,37.514446,-77.457541
1817.94,37.578258,-77.507243
77.32,37.509938,-77.402838
612.06,37.462097,-77.446244
405.94,37.512212,-77.463481
